name,April,February,January,June,March,May
Ashley Gonzalez,0,2,0,2,3,3
Ashley Gordon,0,3,2,1,1,3
Ashley Gross,3,1,2,0,0,0
Ashley Harmon,2,0,1,1,3,0
Ashley Hebert,2,3,1,3,0,2
Ashley Holmes,0,1,1,0,1,2
Ashley Jackson,4,4,3,5,3,5
Ashley Jensen,3,1,3,3,2,3
Ashley Jones,2,1,0,3,0,2
Ashley King,0,3,3,6,4,3
Ashley Knight,0,3,1,3,0,1
Ashley Lee,1,3,2,2,3,3
Ashley Leon,0,2,1,3,3,3
Ashley Lewis,3,4,2,2,1,5
Ashley Martin,2,0,1,3,3,3
Ashley Martinez,3,3,1,1,3,1
Ashley Mcdonald,1,3,3,0,3,0
Ashley Mendez,0,3,1,2,1,1
Ashley Miller,3,0,0,2,3,1
Ashley Montoya,3,1,2,2,1,0
Ashley Morgan,1,1,2,0,3,2
Ashley Myers,0,2,0,1,3,1
Ashley Odom,2,1,2,2,0,3
Ashley Ortega,1,3,1,0,0,3
Ashley Parrish,2,3,2,0,0,3
Ashley Preston,2,3,3,0,2,3
Ashley Sanders,3,0,3,0,1,1
Ashley Silva,2,2,2,3,0,1
Ashley Smith,3,5,5,6,4,2
Ashley Stokes,0,3,1,3,0,1
Ashley Wagner,3,1,1,1,2,2
Ashley White,3,2,2,4,6,2
Ashley Wilson,1,0,0,2,3,3
Audrey Austin,1,1,3,3,1,0
Audrey Horton,0,3,3,2,0,1
Audrey Nielsen,3,1,1,0,1,2
Audrey Perez,3,1,0,3,1,0
Audrey Reyes,1,2,2,1,2,3
Audrey Torres,2,0,2,2,2,3
Audrey Villanueva,0,0,1,2,3,0
Austin Bowen,2,3,3,0,2,2
Austin Campbell,2,0,2,2,2,1
Austin Curry,0,3,1,3,3,0
Austin Edwards,3,2,1,0,0,0
Austin Howell,2,1,2,0,3,1
Austin Jackson,2,1,2,2,2,1
Austin Johnson,3,1,1,2,1,3
Austin Mccoy,3,2,2,2,1,3
Austin Morgan,2,0,0,2,0,3
Austin Ortiz DDS,2,0,2,1,2,0
Austin Peterson,2,2,1,3,3,1
Austin Richardson,3,2,3,2,2,1
Austin Spencer,0,2,3,0,3,3
Austin Stephens,0,2,0,2,3,2
Austin Williams,3,3,0,1,0,3
Autumn Campbell,2,1,2,0,3,0
Autumn Lin,2,1,2,1,1,2
Autumn Nguyen,1,3,2,1,2,0
Autumn Phillips,2,2,0,0,2,0
Autumn Reyes,3,1,2,3,2,2
Autumn Young,2,3,0,0,2,3
Bailey Castillo,0,0,0,1,0,1
Bailey Chan,3,0,3,2,2,3
Bailey Clark,0,3,3,1,3,1
Bailey Rios,0,3,2,2,1,1
Bailey Wells,2,3,2,2,2,0
Bailey Wilson,2,1,3,3,3,1
Barbara Allison,0,1,1,1,1,0
Barbara Berger,0,1,2,1,0,1
Barbara Brock,2,0,2,3,0,0
Barbara Brown,2,2,2,2,0,0
Barbara Clark,1,3,3,1,3,3
Barbara Cole,3,2,0,1,1,2
Barbara Cook,0,1,2,2,2,0
Barbara Cox,5,3,2,4,1,6
Barbara Franklin,2,2,3,3,0,3
Barbara Garner,3,2,0,0,3,3
Barbara Garrett,2,1,0,3,3,1
Barbara Good,0,1,0,0,1,1
Barbara Griffin,3,1,0,0,3,0
Barbara Guerrero,0,2,1,1,2,1
Barbara Hayes,3,3,2,3,2,2
Barbara Hernandez,0,1,0,1,0,1
Barbara Hogan,2,0,2,1,1,1
Barbara Johnson,2,3,2,4,2,5
Barbara Kim,1,1,0,0,0,0
Barbara Lawrence,0,2,0,2,2,2
Barbara Lin,3,2,0,0,2,3
Barbara Mercer,3,0,2,1,0,2
Barbara Moreno,1,3,1,3,1,3
Barbara Olsen,2,0,3,2,2,2
Barbara Reed,0,0,2,2,0,3
Barbara Savage,1,1,1,0,3,0
Barbara Sparks,2,1,2,3,2,3
Barbara White,1,0,3,2,2,0
Barbara Young,3,3,1,1,3,2
Barry Bridges,1,0,2,3,1,1
Barry Byrd,1,1,3,1,3,2
Barry Hall,0,0,3,1,2,1
Barry Scott,2,2,0,1,1,0
Barry Smith,3,0,2,1,2,2
Becky Dillon,2,2,1,2,2,0
Becky Miller,3,2,3,3,3,2
Becky Ortiz,3,1,1,2,1,2
Becky West,0,2,0,1,0,2
Belinda Guzman,3,3,3,1,3,0
Belinda Newman,1,2,3,2,1,1
Belinda Willis,1,1,1,1,2,2
Benjamin Bennett,1,3,3,1,0,0
Benjamin Blevins,1,2,0,2,2,0
Benjamin Clark,4,9,8,2,8,7
Benjamin Cross,1,0,1,3,2,2
Benjamin Dorsey,0,3,2,3,0,1
Benjamin Evans,3,2,1,0,0,2
Benjamin Fuller,3,0,0,2,0,1
Benjamin Gregory,0,0,1,1,2,0
Benjamin Hall,3,1,0,0,0,0
Benjamin James,2,0,2,0,2,0
Benjamin Johnson,1,1,2,2,1,3
Benjamin Mathis,0,0,1,2,2,2
Benjamin Maynard,3,3,1,0,0,1
Benjamin Mcintyre,0,3,0,3,3,2
Benjamin Mitchell,2,3,3,1,2,1
Benjamin Moore,2,1,2,0,1,1
Benjamin Myers,0,4,3,6,4,4
Benjamin Noble,0,1,3,0,3,1
Benjamin Norris,0,1,2,3,3,2
Benjamin Roman,2,1,2,3,3,3
Benjamin Sanchez,2,1,2,2,0,0
Benjamin Wilson,6,3,3,2,4,1
Benjamin Wolfe,3,1,3,3,0,2
Bernard Rodriguez,0,3,0,0,2,1
Beth Alvarez,1,1,1,2,0,3
Beth Baldwin,2,1,0,3,3,2
Beth Berry,0,0,0,2,3,3
Beth Bishop,1,1,2,1,2,1
Beth Cardenas,2,3,2,0,0,3
Beth Conley,1,1,2,3,2,3
Beth Cooley,1,0,3,0,3,1
Beth Gilbert,0,1,3,3,1,1
Beth Hobbs,3,2,0,2,0,3
Beth Lee,0,0,3,0,3,3
Beth Mcmahon,3,1,2,2,2,3
Beth Murphy,3,3,1,1,3,1
Beth Newman,3,2,1,3,1,2
Beth Nixon,3,2,1,0,1,3
Beth Roberts DDS,0,1,0,0,1,0
Beth Shaw,2,2,0,2,1,3
Beth Tran,1,3,2,0,3,3
Beth Watts,0,1,3,1,3,2
Bethany Carrillo,2,0,0,2,0,2
Bethany Chan,2,1,0,1,2,2
Bethany Davis,1,2,3,1,1,1
Bethany Nguyen,0,3,2,1,0,2
Bethany Peters,2,2,1,2,2,2
Bethany Shannon,2,1,3,0,0,0
Bethany Ward,0,3,3,1,1,2
Bethany Zimmerman,3,0,0,1,1,2
Betty Barrett,0,2,3,3,2,3
Betty Jones,2,0,3,2,1,0
Betty Smith,2,2,2,3,1,1
Betty Tate,3,1,0,3,0,1
Beverly Fowler,0,2,0,2,3,2
Beverly Green,3,1,2,3,2,0
Beverly Hall,1,1,2,2,1,0
Beverly Lawson,0,3,0,1,2,0
Beverly Maldonado,2,1,1,2,2,3
Beverly Mueller,1,3,1,2,2,1
Beverly Olson,1,2,3,3,2,1
Beverly Simon,3,1,1,0,2,2
Beverly Smith,1,3,0,1,1,0
Bianca Brooks,1,3,2,3,2,2
Bianca Cordova,3,0,3,2,0,3
Bill Phillips,1,2,1,0,0,0
Bill Russell,2,2,3,3,0,1
Billy Kelley,0,3,2,2,3,3
Billy Miles,1,1,1,2,3,1
Blake Campbell,2,2,2,3,0,1
Blake Carr,1,1,1,2,3,1
Blake Fry PhD,2,3,1,2,2,1
Blake Lawrence,1,1,1,1,3,2
Blake Novak,0,2,2,1,0,0
Blake Ramirez,3,0,3,1,2,3
Bob Hernandez,1,3,1,3,3,3
Bob Johnston,1,0,1,3,1,3
Bobby Allen,2,3,2,1,0,2
Bobby Kennedy,3,3,1,3,1,1
Bobby Kirby,2,0,0,2,2,3
Bobby Smith,3,1,1,1,3,1
Bobby Wagner,0,1,2,3,1,1
Bobby Walsh,1,1,2,1,1,2
Bonnie Diaz,3,3,3,2,1,3
Bonnie Gonzalez,0,0,0,1,0,3
Bonnie Howard,1,1,0,2,0,1
Bonnie Hughes,2,3,2,1,2,0
Bonnie Moses,0,0,3,0,2,1
Bonnie Prince,3,2,2,0,1,2
Brad Harper,3,3,1,1,2,2
Brad Martin,0,1,1,3,3,2
Brad Martinez,2,1,0,1,1,3
Brad Porter,2,2,1,2,3,1
Bradley Anderson,3,3,3,2,2,3
Bradley Brown,2,2,1,0,3,0
Bradley Burton,0,3,2,2,1,2
Bradley Campos,2,3,1,3,2,1
Bradley Chambers,1,1,2,1,3,0
Bradley Davis,0,2,3,1,1,1
Bradley Ellis,2,2,3,3,2,2
Bradley Fisher,1,3,0,1,1,3
Bradley Fleming,1,2,3,1,2,3
Bradley Gaines,2,1,1,2,0,1
Bradley Herrera,1,2,1,1,2,3
Bradley Hill DVM,2,1,2,3,1,2
Bradley Jimenez,3,0,1,2,3,0
Bradley Martinez,0,1,0,3,0,2
Bradley Morris,2,2,2,1,3,1
Bradley Nichols,0,0,1,3,2,3
Bradley Taylor,1,2,1,3,1,2
Bradley Wilson,1,3,2,3,1,2
Brady Morgan,0,3,0,0,0,1
Brandi Brown,1,3,1,2,1,0
Brandi Fisher,1,0,0,2,3,3
Brandi Koch,1,1,1,3,2,1
Brandi Massey,0,2,1,3,3,0
Brandi Mccormick,3,0,1,2,2,3
Brandi Myers,2,1,0,1,0,1
Brandi Thompson,1,0,3,1,1,1
Brandi Wiggins,1,3,0,2,0,1
Brandon Arnold,1,3,0,3,0,1
Brandon Burns,3,1,2,2,2,0
Brandon Bush,3,0,1,1,1,0
Brandon Duran,3,2,2,1,1,1
Brandon Garner,0,1,3,0,1,0
Brandon Gibbs,3,3,1,0,2,2
Brandon Gibson,3,1,0,3,1,1
Brandon Green,2,1,1,2,2,1
Brandon Gregory,3,2,3,1,1,1
Brandon Haney,2,0,3,2,0,0
Brandon Hendrix,1,2,2,1,3,0
Brandon Henry,2,1,3,0,2,0
Brandon Hernandez,3,0,2,2,3,1
Brandon Hodge,2,1,0,0,1,1
Brandon Hunter,2,1,1,1,1,3
Brandon Ibarra,2,0,0,1,3,0
Brandon King,2,1,3,3,1,3
Brandon Knight,0,0,1,3,3,0
Brandon Lopez,2,1,1,2,0,2
Brandon Martinez,2,0,1,2,3,3
Brandon Miles,3,1,1,2,2,3
Brandon Moran,2,1,2,2,0,0
Brandon Morris,2,0,0,0,3,3
Brandon Norman,0,0,3,1,3,2
Brandon Obrien,0,0,3,3,3,0
Brandon Petersen,0,0,3,2,0,1
Brandon Pineda,2,1,1,3,2,3
Brandon Preston,3,1,2,2,2,1
Brandon Ramsey,0,3,3,2,0,3
Brandon Riddle,0,2,2,0,1,0
Brandon Robbins,1,0,1,1,2,0
Brandon Robinson,3,2,3,1,1,2
Brandon Savage,3,0,3,3,1,0
Brandon Smith,4,1,1,3,2,2
Brandon Taylor,1,3,2,1,3,3
Brandon Vaughan,1,2,3,0,2,0
Brandon Williams,3,0,1,1,1,3
Brandon Wood,1,3,0,0,1,1
Brandy Bradley,2,3,2,1,1,0
Brandy Cobb,3,1,2,0,2,0
Brandy Henderson PhD,2,2,3,1,0,2
Brandy Johnson,1,3,1,2,2,2
Brandy Jones,0,1,1,0,1,0
Brandy Morgan,1,3,1,1,1,3
Brandy Nelson,1,2,2,0,1,1
Brandy Ray,3,2,2,0,0,2
Brandy Valdez,6,5,3,3,2,3
Breanna Becker,0,3,1,3,2,2
Breanna Brown,1,3,2,1,2,3
Breanna Foley,1,3,2,1,0,3
Breanna Garza,2,3,2,0,3,3
Breanna King,2,1,0,2,0,1
Breanna Morris,1,2,1,2,0,2
Breanna Vaughn,2,1,1,1,0,0
Brenda Atkins,3,0,0,0,3,3
Brenda Barnes,0,0,2,0,3,2
Brenda Boyer,2,0,0,0,2,1
Brenda Brown,1,2,3,2,0,2
Brenda Burns,3,3,3,2,0,3
Brenda Castaneda,5,5,3,2,2,5
Brenda Cohen MD,0,3,0,3,2,2
Brenda Dalton,1,2,2,3,2,3
Brenda Davis,3,0,3,1,2,1
Brenda Gardner,3,2,0,1,1,0
Brenda Gibson,0,2,0,0,0,3
Brenda Gilmore,3,0,3,0,0,0
Brenda Gray,1,0,3,2,3,3
Brenda Harding,1,1,1,3,1,1
Brenda Henderson,3,2,0,3,3,0
Brenda Holmes DVM,3,0,2,2,2,2
Brenda Johnson,0,0,0,3,3,0
Brenda Key,1,3,1,2,0,2
Brenda Kim,0,2,3,2,3,1
Brenda May,2,0,2,3,1,3
Brenda Medina,2,2,2,2,0,2
Brenda Morris,2,0,2,1,0,1
Brenda Page,1,3,1,0,3,2
Brenda Pennington,2,1,2,2,1,1
Brenda Petersen,2,0,1,3,2,0
Brenda Ramirez,2,0,2,0,3,0
Brenda Schaefer,0,3,3,2,3,1
Brenda Sullivan,0,3,1,0,0,1
Brenda Wall,1,2,0,3,2,3
Brenda West,3,1,3,0,2,3
Brenda Wiggins,2,3,1,0,0,1
Brenda Willis,0,3,1,1,0,3
Brendan Chung,0,3,1,1,3,3
Brendan Cook,2,3,1,1,1,1
Brendan Stewart,2,3,3,1,1,1
Brendan Young,1,0,2,1,2,1
Brent Castro,0,2,2,1,1,0
Brent Francis,1,3,2,2,0,3
Brent Jacobs,0,2,2,0,3,3
Brent Morrison,3,3,2,3,3,3
Brent Nelson,2,2,3,1,3,1
Brent Wilson,2,0,2,2,1,0
Brett Aguilar,3,0,3,2,1,1
Brett Ball,1,2,0,1,3,2
Brett Baxter,0,3,0,2,1,0
Brett Castaneda,1,1,1,1,0,1
Brett Dunn,2,0,2,3,2,0
Brett Frost,3,0,2,0,1,2
Brett Harris,2,3,0,1,2,1
Brett Horton,1,1,0,0,0,0
Brett Miller,1,1,3,0,0,0
Brett Page,0,2,3,2,2,2
Brett Salinas,2,3,3,0,3,3
Brett Schultz,2,1,3,3,1,2
Brett Weaver,2,2,0,0,3,0
Brett Williams DDS,3,2,1,1,0,1
Brian Anderson,3,3,0,1,3,2
Brian Andrews,0,2,2,2,3,1
Brian Arroyo,1,3,1,3,1,3
Brian Baldwin,0,2,3,1,3,2
Brian Bell,3,0,2,2,0,2
Brian Black,0,2,3,3,1,3
Brian Bray,1,3,0,1,1,0
Brian Brown,2,1,0,2,1,3
Brian Burns,3,0,2,0,1,1
Brian Carr,3,3,3,1,3,0
Brian Choi,0,2,0,2,2,0
Brian Curtis,1,3,0,1,0,1
Brian Davis,3,2,1,3,5,2
Brian Dorsey,0,0,1,3,0,3
Brian Doyle,0,0,1,3,0,1
Brian Fields,3,0,1,1,1,2
Brian Flores,2,3,1,2,3,1
Brian Garcia,2,1,3,2,2,1
Brian Graham,0,2,1,0,0,1
Brian Hall,3,2,1,1,1,2
Brian Harper,1,3,1,0,0,3
Brian Harris,2,5,2,4,3,5
Brian Hayes,3,3,2,1,3,3
Brian Henderson,3,2,3,3,3,3
Brian Hendricks,3,3,3,1,0,0
Brian Herman,1,1,1,2,3,1
Brian Howard,1,2,3,2,0,3
Brian Jenkins DVM,0,0,3,2,2,1
Brian Jones,3,3,0,0,0,0
Brian Lane,2,3,3,0,3,0
Brian Lara,2,4,2,6,4,4
Brian Leon,3,0,0,3,0,3
Brian Long,3,1,0,3,0,1
Brian Luna,2,0,2,1,2,0
Brian Martinez,5,2,3,5,6,5
Brian Mckay,0,2,2,0,1,2
Brian Mullins,0,0,3,1,3,2
Brian Nelson,4,2,3,4,0,2
Brian Nguyen,3,0,2,3,3,3
Brian Parker,0,1,3,3,2,0
Brian Patel,0,2,0,3,2,0
Brian Payne,0,2,0,2,0,0
Brian Petersen,3,2,3,1,1,3
Brian Pineda,3,0,3,2,0,2
Brian Reed,1,3,0,2,3,0
Brian Rice Jr.,2,2,3,3,0,1
Brian Riley,2,2,3,0,1,1
Brian Roberts,0,0,1,3,0,3
Brian Robertson,3,0,0,3,3,2
Brian Robinson,3,3,3,1,3,3
Brian Rodriguez,3,5,2,6,3,4
Brian Romero,4,2,3,4,2,4
Brian Russell DVM,2,1,0,3,0,3
Brian Ryan,0,1,0,1,2,3
Brian Shields,2,2,2,5,2,1
Brian Simpson,3,1,3,1,1,2
Brian Singh,2,3,3,4,3,3
Brian Smith,0,6,1,5,4,3
Brian Sparks,0,2,3,1,2,0
Brian Sullivan,0,0,1,3,2,2
Brian Summers,1,2,0,3,3,1
Brian Taylor,2,3,1,0,3,3
Brian Tucker,2,3,3,3,0,3
Brian Walker,1,1,2,0,1,3
Brian Wallace,3,3,1,3,1,2
Brian Weaver,2,1,1,0,2,2
Brian Wilson,0,0,1,2,3,1
Brian York,2,3,0,1,3,3
Briana Mcdaniel,3,1,3,2,2,2
Brianna Buchanan,2,0,3,3,0,0
Brianna Chen,3,3,3,0,2,0
Brianna Cook,2,3,2,3,3,2
Brianna Gates,1,2,0,1,3,1
Brianna Gray,1,1,3,2,3,2
Brianna Lynch,2,1,2,3,2,0
Brianna Martinez,2,2,0,1,3,1
Brianna Richardson,1,1,3,0,3,1
Brianna Vaughn,2,1,1,2,3,2
Brianna Warner,0,0,0,2,3,3
Brianna Wheeler,2,2,1,2,3,3
Brianna Whitehead,3,2,1,0,0,1
Bridget Chandler,2,3,2,1,3,1
Bridget Russell,3,2,0,1,1,2
Brittany Bailey,3,2,2,1,2,2
Brittany Bell,1,1,3,2,2,0
Brittany Brooks,1,1,3,1,0,3
Brittany Butler,3,3,1,0,3,0
Brittany Chang,3,1,3,1,3,0
Brittany Cummings,3,1,2,2,2,2
Brittany Freeman,2,3,3,0,2,1
Brittany Harris,1,3,2,2,3,3
Brittany Hodge,0,1,3,2,1,1
Brittany Johnston,1,0,2,2,0,2
Brittany Joseph PhD,0,3,0,0,0,2
Brittany Lee,2,2,1,1,1,3
Brittany Lindsey,0,2,2,1,0,0
Brittany Marshall,3,1,2,1,2,3
Brittany Martin,3,2,3,0,1,2
Brittany Martinez,1,0,0,1,2,3
Brittany Mcclure,3,1,0,2,2,3
Brittany Mclean,1,3,2,1,0,1
Brittany Nelson,2,1,0,3,1,0
Brittany Norton,0,3,1,1,1,1
Brittany Olson,0,2,2,3,0,3
Brittany Reeves,1,2,0,0,2,0
Brittany Roberts,3,3,2,0,1,2
Brittany Rogers,3,1,1,2,3,1
Brittany Solomon,3,1,1,1,3,2
Brittany Taylor,1,1,1,2,1,1
Brittany Thompson,2,1,3,2,0,0
Brittney Allen,0,0,2,1,0,0
Brittney Beck,0,3,0,3,2,2
Brittney Chaney,1,3,0,1,0,0
Brittney Espinoza,1,0,0,1,3,2
Brittney Jones MD,2,2,0,1,2,2
Brittney Miller,2,3,2,3,2,3
Brittney Patterson,1,3,2,3,2,1
Brittney Ross,0,0,1,2,2,3
Brittney Smith,3,2,0,2,0,3
Brittney Weber,2,2,1,2,3,1
Brooke Flores,2,1,3,1,3,2
Brooke Glass,3,3,0,1,2,2
Brooke Hernandez,1,2,2,0,2,0
Brooke Huber,2,2,1,3,3,3
Brooke Little,1,2,1,3,2,2
Brooke Manning,0,0,1,3,2,3
Brooke Moore,3,1,0,3,2,2
Brooke Newman,1,1,0,1,1,1
Brooke Reed,1,3,2,1,2,2
Brooke Smith,0,3,2,1,2,1
Brooke Spears,0,0,0,3,0,0
Bruce Banks,1,0,3,2,3,1
Bruce Flores III,1,2,0,0,3,1
Bruce Hanson,3,2,2,0,2,0
Bruce Hernandez,2,2,3,0,2,3
Bruce Johnson,0,3,2,2,2,2
Bruce Keller,3,0,2,3,3,2
Bruce Kirby,1,0,2,3,2,0
Bruce Mitchell,0,0,0,0,3,0
Bruce Scott,3,0,1,1,2,3
Bryan Baker,1,3,2,2,2,3
Bryan Barnes,1,1,3,3,1,2
Bryan Bauer,3,0,2,2,3,3
Bryan Bell,1,1,3,3,3,0
Bryan Blake,3,3,0,0,3,2
Bryan Bradshaw,1,1,3,0,0,3
Bryan Cameron,0,0,2,2,2,2
Bryan Carter,1,2,2,2,2,1
Bryan Davis,3,1,3,3,1,2
Bryan Frederick,2,3,3,2,1,2
Bryan Harris,1,1,1,2,0,2
Bryan Hoffman,0,1,1,3,3,0
Bryan Jackson,1,2,0,2,2,3
Bryan James,3,0,3,2,0,1
Bryan Kelley,0,1,3,3,2,1
Bryan Lewis,0,2,2,1,3,1
Bryan Mcfarland,2,2,1,2,2,2
Bryan Mendez,1,2,1,1,1,1
Bryan Morales,0,0,1,2,1,2
Bryan Rodriguez,0,1,0,3,2,1
Bryan Simmons,2,1,1,1,1,2
Bryan Sims,0,3,3,3,0,0
Bryan Warren,2,2,3,1,1,1
Bryce Andrews,0,2,0,1,0,3
Bryce Herring,2,0,2,2,1,3
Bryce Jones,0,0,2,3,3,2
Bryce Phillips,2,3,0,1,3,0
Bryce Snyder,0,3,3,3,2,2
Caitlin Anderson,1,2,3,1,3,2
Caitlin Cardenas,2,2,2,3,0,2
Caitlin Gutierrez,2,2,2,2,1,1
Caitlin Haney,2,3,2,0,0,3
Caitlin Miller,3,3,2,2,1,2
Caitlin Strickland,1,3,0,2,1,0
Caitlin Vang MD,3,1,3,3,1,3
Caitlin Williams,3,3,3,2,0,2
Caitlyn Curtis,2,2,0,2,2,3
Caitlyn Morris,0,3,0,1,1,3
Caitlyn Williams,2,1,1,0,1,2
Caleb Bates,0,3,0,2,3,3
Caleb Gutierrez,0,0,3,1,3,3
Caleb Mejia,2,0,3,1,0,0
Caleb Smith,0,3,1,2,3,3
Caleb Terrell,1,2,2,0,0,0
Caleb Vaughn,2,3,3,3,2,1
Calvin Bennett,3,1,1,3,0,0
Calvin Brown,0,1,1,1,0,3
Calvin Ford,3,2,2,1,1,2
Calvin Green,3,2,1,3,1,3
Calvin Jones,0,3,3,2,1,3
Calvin Reed,2,2,2,2,3,1
Calvin Schroeder,3,0,0,3,0,2
Calvin Smith,0,2,2,1,1,3
Calvin Sparks,0,0,2,0,1,1
Cameron Anderson,2,2,1,1,1,2
Cameron Brown,3,1,1,3,3,1
Cameron Charles,0,0,3,3,3,1
Cameron Gonzalez,1,3,3,2,0,2
Cameron Jones,2,0,0,1,2,2
Cameron Martin,3,1,0,1,0,1
Cameron Mcclain,0,2,3,2,1,0
Cameron Moss,0,1,0,0,0,3
Cameron Parker,2,1,2,1,0,3
Cameron Ross,1,1,1,0,1,1
Cameron Smith,1,2,1,2,0,2
Cameron Thompson,2,0,3,3,0,3
Candace Lopez,1,1,2,1,1,0
Candace Palmer,0,2,2,1,0,3
Candace Scott,0,1,2,2,0,1
Candice Mcgee,3,3,0,1,1,0
Carl Baker,3,0,1,3,3,2
Carl Davis,2,2,1,3,0,0
Carl Dunn,1,2,3,2,2,0
Carl English,2,3,2,2,3,1
Carl Lin,2,1,0,1,1,2
Carl Marshall,0,1,0,2,1,0
Carl Murphy,1,2,2,1,3,1
Carl Stewart,0,2,3,1,0,0
Carl Wade,0,0,2,3,0,1
Carl Watkins,1,2,1,2,1,2
Carla Ayala,2,2,2,2,1,1
Carla Bond,1,0,3,1,3,3
Carla Bowers,3,0,3,2,3,1
Carla Clements MD,1,3,2,1,1,2
Carla Goodwin,1,0,0,3,0,3
Carla Hall MD,2,0,1,2,3,1
Carla Harvey,1,3,0,2,1,2
Carla Johnson,2,4,2,5,5,4
Carla Key,3,0,3,0,1,1
Carla Mathis,1,2,0,1,3,2
Carla Miller MD,3,1,3,2,2,3
Carla Olson,0,0,1,3,0,3
Carla Sparks,0,2,1,0,1,2
Carla Turner,2,2,3,1,2,3
Carla White,3,0,0,1,3,3
Carlos Allen,2,1,1,2,3,0
Carlos Anderson,2,2,3,0,1,0
Carlos Cisneros,2,0,2,3,2,3
Carlos Jacobs,1,3,0,3,3,3
Carlos Krause,3,1,3,0,1,3
Carlos Mcfarland,3,1,0,2,0,0
Carlos Mills,3,0,0,3,2,0
Carlos Nguyen,0,0,1,0,1,3
Carlos Rodriguez,3,1,2,2,0,0
Carlos Tucker,1,0,0,1,2,1
Carlos Weaver,0,2,3,0,1,1
Carly Burnett,2,0,2,1,1,3
Carly Nelson,1,3,1,2,3,1
Carly Rodriguez,3,3,3,0,2,1
Carmen Garcia,3,0,0,3,0,0
Carmen Howell,1,3,1,1,2,1
Carmen Oneal,1,2,3,2,0,3
Carmen Velazquez,0,0,0,3,2,0
Carol Atkins,3,3,3,3,2,3
Carol Berry,3,1,3,0,3,3
Carol Dillon,3,2,2,3,3,3
Carol Harrington,2,1,3,3,3,3
Carol Jackson,1,2,0,3,0,3
Carol Mathis,0,0,0,2,3,1
Carol Salas,0,1,1,0,1,3
Carol Werner,2,2,1,0,2,0
Caroline Bautista,3,1,2,2,3,3
Caroline Foster,1,0,2,3,2,3
Caroline Hopkins,1,2,2,0,3,1
Caroline Lawson,1,2,1,1,3,0
Caroline Mcmahon,0,2,0,2,1,1
Caroline Patterson,0,2,2,0,2,1
Caroline Weber,3,1,1,1,2,3
Carolyn Barnes,3,2,0,2,3,0
Carolyn Cordova,3,3,0,0,3,3
Carolyn Evans,3,3,1,3,2,2
Carolyn Hubbard,1,0,0,2,3,1
Carolyn Hunter,3,1,3,0,0,3
Carolyn Jackson,2,0,3,1,2,3
Carolyn Malone,3,1,3,1,3,1
Carolyn Oliver,2,0,1,2,3,3
Carolyn Ray,3,3,3,2,1,1
Carolyn Richards,5,4,4,2,4,4
Carolyn Roberts,0,1,1,3,0,1
Carolyn Sawyer,2,0,1,0,0,2
Carolyn Sherman,0,2,1,3,2,2
Carolyn Taylor,0,3,3,3,2,0
Carolyn Zamora,1,0,2,1,1,2
Carrie Booth PhD,2,2,1,0,0,3
Carrie Fletcher,2,1,2,0,3,0
Carrie Hall,3,2,3,2,2,0
Carrie Harris MD,2,3,3,3,2,3
Carrie Hernandez,1,1,2,1,3,2
Carrie Ingram,2,1,3,1,1,2
Carrie Mcknight,0,0,1,3,3,2
Carrie Mejia,2,2,2,2,1,1
Carrie Payne,1,1,1,1,0,1
Carrie Smith,2,2,1,1,2,1
Carrie Sullivan,1,3,3,3,2,1
Carrie Thompson,2,3,3,1,3,0
Carrie Trevino,2,1,3,0,3,1
Carrie Wolf,2,3,1,0,1,0
Casey Baker,3,1,3,2,1,1
Casey Beasley,2,1,3,2,2,0
Casey Chase,1,1,0,1,3,2
Casey Day,0,1,0,0,3,2
Casey Fox,3,1,2,3,0,1
Casey Melendez,1,0,1,3,0,1
Casey Morrison,1,2,2,0,1,3
Casey Perez,0,2,3,2,1,2
Casey Smith Jr.,3,3,1,2,0,2
Casey Williams,2,0,1,0,0,0
Cassandra Callahan,2,1,1,1,0,2
Cassandra Conner,0,3,1,0,2,3
Cassandra Decker,3,0,1,1,3,3
Cassandra Diaz,1,1,2,3,3,2
Cassandra Edwards,1,3,0,2,3,2
Cassandra Fox,3,0,0,3,2,3
Cassandra Gibbs,0,3,3,2,2,0
Cassandra Gonzales,1,3,3,2,3,2
Cassandra Green,3,2,0,0,3,2
Cassandra Harris,0,2,0,1,0,2
Cassandra Hernandez,4,1,6,1,4,2
Cassandra Jones,2,1,2,3,3,2
Cassandra Larsen,2,0,0,3,0,3
Cassandra Reed,2,1,0,0,3,1
Cassandra Zimmerman,1,2,1,1,3,1
Cassidy Collins,1,2,0,2,2,0
Cassie Valdez,3,3,1,2,0,2
Catherine Barrera,0,3,3,1,3,1
Catherine Deleon,1,3,3,0,1,3
Catherine Ferguson,0,3,1,2,3,3
Catherine Gibson,1,0,1,3,2,2
Catherine Gonzalez,2,2,3,0,2,2
Catherine Hardin,2,2,3,2,1,2
Catherine Harrison,2,0,0,3,2,2
Catherine Miller,2,0,3,1,3,0
Catherine Peterson,0,2,1,2,0,3
Catherine Schneider,0,0,1,0,3,1
Catherine Smith,2,2,0,1,1,3
Catherine Thomas,0,0,1,3,2,1
Catherine Tyler,2,0,1,2,3,3
Catherine Villanueva,2,3,2,2,1,1
Cathy Brown,0,1,0,0,1,2
Cathy Farmer,2,3,3,1,1,2
Cathy Hernandez,3,2,3,2,2,3
Cathy Joseph,2,2,2,3,0,2
